작업의뢰명,작업의뢰내용,시스템명,금전대고객구분
[온라인 메시지 리뉴얼] 장기손사_계좌번호 보완요청 (CFKI0082),CFKK0082_CKFA1230530050_장기손사_계좌번호 보완요청,디지털기획파트,2
장기보상본부_배당 적용 요청(상해장해),업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,0
장기연계접수 EDMS 문서 복사 서식 코드 변경,손해사정 _ 사건청구 134개 서식분류 중 23개 제외 ,특종손사팀,2
피보험자 불러오기 로직 개선,"(현행) 어린이보험 계약자 로그인 시, 청구가능 명단에 모성자/ 부양자 이름 없음
(개선) 어린이보험 계약자 로그인 시, 청구가능 명단에 모성자 / 부양자 이름 포함",장기손사기획파트,2
구상발생명세 보험사기 배치 요청,구상발생명세 보험사기 신속 처리 위한 배치 작업 요청,장기재물센터,0
정보입력 화면 OCR구분값 추가,정보입력 화면에서 OCR 처리 대상건 추가 하여 심사 담당자가 확인 할 수 있도록 화면 변경,특종손사팀,0
의료자문 화면개선(31),"의료자문관리,의료자문조회화면 사용자 편의 개선 (업무기술서 참조) ",장기손사지원파트,0
보험금산정 엑셀 업로드 담당자 추가,정세현(307934) 추가,특종손사팀,1
OCR인식결과 입력 화면 개발요청의 건,OCR인식결과 입력 화면 개발요청의 건입니다.,장기손사기획파트,0
(약관분석) 2024.11.11 판매상품,(약관분석) 2024.11.11 판매상품 PF/이노클래임 반영요청드립니다.,장기손사기획파트,3
질병사망담보 면책권한 변경작업,장기보상본부 인보험 배당 개정으로 면책착오접수(cfft0030u)화면 권한 변경,장기손사기획파트,0
대인배상명세 기능추가_페이지 넘버링,화면 내 입력건 초과시 페이지 넘버링 연결,손사지원팀,0
입통원조정항목 급여본인 동일 EDI코드 입력시 담보 산출,입통원조정항목 급여본인 동일 EDI코드 입력시 담보 산출,장기손사기획파트,0
지식창고 메인內 교육자료 _ ‘업무서식‘ → ‘전산매뉴얼(자동산출)‘ 변경,지식창고 메인內 교육자료 _ ‘업무서식‘ → ‘전산매뉴얼(자동산출)‘ 변경,장기손사기획파트,2
보험개발원 실손24 데이터에 공란제거위해 trim함수 적용요청,보험개발원 실손24 데이터에 공란제거위해 trim함수 적용요청,장기손사기획파트,0
자동진접수 미등록 이미지건 후처리 배치 병렬허용 요청,자동진접수 미등록 이미지건 후처리 배치 병렬허용 요청,장기손사기획파트,0
어드바이저 (기타)치료제 TAB 개발 및 독감항바이러스 항목 추가,"1. 대상화면 : 의료심사어드바이저(CFFE8182U) _ TAB 생성
2. 정보입력 및 심사수정 화면內 :  (기타)치료제 독감항바이러스제 항목 추가",장기손사기획파트,0
지급안내문자 발송처 변경 요청 (전산심사 건),업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,3
정기분할지급대상상세조회_지급결의서 발행조건 수정 요청,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,2
보험금일괄처리 시 결재승인 프로세스 변경,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,1
장기통합사고 배치 속도개선 튜닝 작업 요청,장기통합사고 배치 속도개선 튜닝 작업 요청,장기손사기획파트,0
사전질의 간편상품 설문항목 추가,"질의회신 입력 알릴의무 신규 항목 반영
",이재계약관리팀,0
배상재물 보험금산정(CFFT0020U)화면 구비서류 완료일 제어,배상재물 보험금산정(CFFT0020U)화면 구비서류 완료일 제어,장기손사기획파트,1
관리계약 조치 통보서 발행시 소속 점포 발행 개선요청,"1. 관리계약 조치 통보서 발행시 사고일기준으로 소속점포가 확인됩니다. _ 현재일 기준으로 소속점포 표기 요청
2. 관리계약 조치 통보서상 소속이 공란으로 표기됩니다. _ 현재일 기준으로 소속점포 표기 요청 드립니다.",이재계약관리팀,2
제3자입력 관련 프로세스 변경 요청,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,0
보전업무 통합처리 업무구분 추가요청 ,보전업무 통합처리 _ 업무구분 추가요청,이재계약관리팀,0
마감통계 사고종결현황 배치개선 작업 요청,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,0
자보연계 안내문자 발송제외 관련 개선작업요청,자보연계 안내문자 발송제외 관련 개선작업,장기손사기획파트,2
어드바이져 청구EDI코드 정보입력 호출 기준 개선,"1. 세부 EDI코드 입력시 명칭 및 자동산출 심사정보 호출순위 개선
2. 의료심사어드바이저 돋보기 호출 조건 추가
3. EDI상세 내용 등록 유형 구분",장기손사기획파트,0
KT이동전화기 기존 증번 기간 수정 및 신상품 코드 부여,KT이동전화기기존 증번 기간 수정 / 신상품 코드 부여,특종손사팀,3
‘손사기본정보‘ 화면 태아주민번호 조회 차단,손사기본정보 조회화면 내 태아주민번호 조회차단,장기손사기획파트,2
배상재물 배당 가중치 배당로직 및 관리화면 요청,업무기술서 참조,장기손사기획파트,0
타사간사 배치 신규 보종 및 담보 추가,업무기술서 참고,손사지원팀,3
자동산출 Q&A 게시판 신규화면 개발요청,"#자동산출 Q&A 게시판 신규화면 개발요청 드립니다.
_ 상세내용 업무기술서 참조부탁드립니다.",장기손사기획파트,0
관리계약_영업포탈 소급배서 화면 다운로드 기능 개선,"1. 개요					
 _. 크롬 버전 업그레이드에 따른 다운로드 기능 개선 필요					
					
2. 요청내용					
 _. 대상화면: 소급배서관리등록/해제 (CLFZ4030U)					
 _. 내용: 다운로드 기능 개선 요청					
",이재계약관리팀,2
[온라인 메시지 리뉴얼] 담당자배정안내(SMS) (CFKI0032),CFKK0032_CFKA1230620044_장기손사_담당자배정안내(SMS),디지털기획파트,2
 CLYF8353배치(서베이수수료지급현황 화면) 데이터 추출로직 개선,CLYF8353배치(서베이수수료지급현황 화면) 계약번호 적재 로직개선,장기손사기획파트,1
일괄처리시스템 체크로직 수정요청,     일괄처리시스템 체크로직 수정요청,장기손사기획파트,0
2024 기초통계 배상 사고자료 요청,2024 기초통계 배상 사고자료 요청,일반상품개발파트,0
고위험군_배당값 입력 인풋 개발 요청,업무기술서 참조 부탁드립니다. 감사합니다.,장기손사기획파트,0
손해액심사 계약정보 영역 레이아웃 변경 및 관계표기 추가,"손해액심사 계약정보 영역 레이아웃 변경 및 관계표기 추가
*업무기술서 참조 요청",장기손사기획파트,3
소송접수화면 개선 요청(소송쟁점 등 입력 버튼 개발건),"1. 배경
 ○ 소송접수화면 내 사건쟁점, 사고원인, 사고결과 입력 

2. 목적					
  ○ 정확한 소송쟁점, 사고원인 및 결과 입력 목적 					

3. 변경내용
   ▶ 소송접수 화면 우측하단에 아래 기능 가능한 [버튼] 생성
     _ 일반장기송무파트 책임의료전담 &lt;사건쟁점, 사고원인, 사고결과&gt; 수정입력 후 저장 가능
     _ 소송담당자 화면에 반영되지 않도록 주의 ",일반장기송무파트,0
어드바이저 치료제 항혈전치료 항목 및 ATC코드 상세 개발,"Ⅰ. 대상화면 : 의료심사어드바이저(CFFE8182U)
     _ 자동산출 항혈전치료 / 항혈소판 OR 항응고제 / 산하 3개 분류
Ⅱ. 치료제 표기 항목 개선
    _ 컬럼 생성 : ATC코드,  ATC코드 명칭 / 치료제(항암등)TAB_LAYOUT 변경_시트참조",장기손사기획파트,0
하이포탈 _ [장기]기타사고접수(재물/배상/일반)(CLRF2400U) 화면 수정 요청,업무기술서 참고,손사지원팀,2
대인배상명세 기능추가_정렬 기준 추가,"1순위 : 등록일자
2순위 : 사고번호(1순위 같을경우)_ 다수피보험자 고려 ",손사지원팀,0
IPT 시스템 개선 위한 신규트랜 개발 요청,업무기술서 참조 요청드립니다 . 감사합니다.,장기손사기획파트,0
정보입력화면 특정컬럼에 공란입력 불가하도록 조치요청,"정보입력화면 內 영수증번호, 병록번호 컬럼에 공란입력 불가하도록 조치요청",장기손사기획파트,0
의료자문의뢰화면 입력정보개선(25발달지연),"1) 치료기간 : 병원종별 구분값 추가
2) 쟁점사항 : ‘의료비(발달지연)‘ 구분값 추가. ",장기손사지원파트,0
적립금 대체납입 스케쥴 연장 등록할수있는 기능 추가 필요,"적립금 대체납입 스케쥴 만료 대상 건에 대해 스케쥴 연장 등록 할 수 있는 기능 추가 필요
",이재계약관리팀,3
환입 처리 시 4세대 실손 데이터 호출 요청 등,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,0
손해액심사 화면 소급처리 개선,손해액심사 화면 소급처리 개선,장기손사기획파트,3
실손청구대행 자동업로드 관련 작업요청,"_ 실손청구대행 자동업로드 관련 작업요청
  ",장기손사기획파트,0
신규 배당직군 추가 요청 등,신규 배당직군 추가 요청 등,장기손사기획파트,0
구상발생화면에서 구상소멸시효 변경시 구상담당자 확인로직 보완,구상 소멸시효 변경시 구상 담당자 조회 쿼리 보완 ,장기재물센터,0
어드바이저 (기타)치료제 TAB 개발 및 독감항바이러스 항목 추가,"Ⅰ. 대상화면 : 의료심사어드바이저(CFFE8182U) _ TAB 생성
1. (기타)치료제 DB적재 대상건 :  177건
2. (기타)치료제 독감항바이러스제 항목 추가
Ⅱ. (기타)치료제 화면 생성 레이아웃 : 파일 참고 요망
",장기손사기획파트,0
의료자문부대비 의료자문관리 입력내용 확인(30),의료심사 부대비 지급시 [의료자문관리] 입력여부 확인 및 확인창 노티스 기능 추가.,장기손사지원파트,0
유효생산성 추가 세부 유형 신설 요청,유효생산성 추가 세부 유형 신설 요청,장기손사지원파트,0
사고출재정정자동화 기능 개선(전액보유건 처리 기능 추가 등),"가. 출재 정보 없는 사고(전액보유건)의 경우에도 처리 가능하도록 개선
나. 기존 각 처리 단계별 버튼 사용 권한 제한
다. 각 처리 단계별 버튼을 통합한 버튼 생성(버튼명 : 재출재 실행)",손사지원팀,0
자동진접수 수행 배치 접수안내 발송 프로세스 개선,자동진접수 배치 수행시 접수안내 호출 방식 처리 개선,장기손사기획파트,2
일반손사PRM포탈 초기 로그인화면 문구추가 요청,"일반손사PRM 포탈 초기 로그인 화면에 문구 추가 요청 
문구 내용 → ※로그인 오류 발생시 오류메시지 화면 첨부하여 starone@hyundaihds.com*로 접수바랍니다.",손사지원팀,0
(약관분석) 2025.01.01 판매상품,(약관분석) 2025.01.01 판매상품 적재 요청드립니다,장기손사기획파트,3
(화면개발) 급여항혈전치료 담보 화면개발 요청,"(화면개발) 급여항혈전치료 담보 화면개발 요청 드립니다.
#상세내용 업무기술서 참고 요청드립니다. ",장기손사기획파트,0
개인(신용)정보의 제3자 제공 관련 안내 화면 개발,"퀵메뉴에 연동한 안내페이지 개발
_ 상세 사항 첨부 된 업무기술서 참조",손사지원팀,0
(자동산출) 급여담보 자동산출 및 입력방법 개선,"PF신규 허용값 개발 요청
* 업무기술서 참조",장기손사기획파트,0
손사 마감데이터 정합성 배치 적립금 누락건 체크 로직 변경 ,손사 마감 데이터 보험금 정합성 체크 배치 내 적립금누락건 체크로직 변경,손사지원팀,1
이내첩질의 화면 추가개발사항,이내첩질의 화면 추가개발사항,장기손사지원파트,0
계정잔액대사 25년 기초금액 산출액 반영,계정잔액대사 관련 계정별 기초금액 산출액 반영,장기손사기획파트,0
실손24 진료비영수증 발행물 체크로직 보완,실손24 진료비영수증 발행물 체크로직 보완,장기손사기획파트,3
성능개선_치료비용통계 배치 수행시간 보완 요청,업무기술서 참조 요청드립니다. 감사합니다.,장기손사기획파트,0
어드바이져 청구EDI코드 정보입력 호출 기준 개선,"1. 세부 EDI코드 입력시 명칭 및 자동산출 심사정보 호출순위 개선
2. 의료심사어드바이저 돋보기 호출 조건 추가
3. EDI상세 내용 등록 유형 구분",장기손사기획파트,0
